protein,num_pfams,pfam_accession,pfam_name
NP_417307.1,1,PF00293,NUDIX
NP_417308.1,1,PF02976,MutH
NP_417309.1,1,PF03741,TerC
NP_417310.1,1,PF06004,DUF903
NP_417311.1,1,PF00248,Aldo_ket_red
NP_417312.1,1,PF07690,MFS_1
NP_417317.1,1,PF01177,Asp_Glu_race
NP_417320.1,1,PF04962,KduI
NP_417322.1,1,PF03222,Trp_Tyr_perm
NP_417324.1,1,PF00486,Trans_reg_C
NP_417325.4,1,PF27292,YqeJ_C
NP_417328.1,1,PF07720,TPR_3
NP_417329.1,1,PF00486,Trans_reg_C
NP_417338.3,1,PF01527,HTH_Tnp_1
NP_417347.1,1,PF00291,PALP
NP_417350.1,1,PF00696,AA_kinase
NP_417352.2,1,PF19842,YqeC
NP_417353.1,1,PF12804,NTP_transf_3
NP_417355.4,1,PF01979,Amidohydro_1
NP_417356.1,1,PF00941,FAD_binding_5
NP_417358.2,1,PF00860,Xan_ur_permease
NP_417364.2,1,PF00860,Xan_ur_permease
NP_417365.1,1,PF00293,NUDIX
NP_417371.1,1,PF00258,Flavodoxin_1
NP_417372.1,1,PF07254,Cpta_toxin
NP_417373.1,1,PF03937,Sdh5
NP_417374.1,1,PF21130,YgfZ_barrel
NP_417375.1,1,PF03006,HlyIII
NP_417376.1,1,PF04266,ASCH
NP_417377.1,1,PF00232,Glyco_hydro_1
NP_417380.1,1,PF01597,GCV_H
NP_417385.4,1,PF03695,UPF0149
NP_417386.1,1,PF05164,ZapA
NP_417387.3,1,PF01812,5-FTHF_cyc-lig
NP_417389.1,1,PF06026,Rib_5-P_isom_A
NP_417397.1,1,PF04402,SIMPL
NP_417398.1,1,PF01810,LysE
NP_417400.1,1,PF01116,F_bP_aldolase
NP_417401.1,1,PF00162,PGK
NP_417404.1,1,PF05068,MtlR
NP_417405.1,1,PF03320,FBPase_glpX
NP_417409.1,1,PF00359,PTS_EIIA_2
NP_417411.2,1,PF01435,Peptidase_M48
NP_417412.1,1,PF00491,Arginase
NP_417414.2,1,PF11036,YqgB
NP_417415.1,1,PF17430,YqgC
NP_417420.1,1,PF04231,Endonuclease_1
NP_417423.4,1,PF02622,DUF179
NP_417424.1,1,PF03652,RuvX
NP_417425.2,1,PF00437,T2SSE
NP_417426.1,1,PF01168,Ala_racemase_N
NP_417427.1,1,PF02325,CCB3_YggT
NP_417428.2,1,PF02594,DUF167
NP_417429.1,1,PF01725,Ham1p_like
NP_417431.1,1,PF06717,DUF1202
NP_417433.1,1,PF11101,DUF2884
NP_417434.4,1,PF04320,YggL_50S_bp
NP_417435.1,1,PF02390,Methyltransf_4
NP_417437.1,1,PF04362,Iron_traffic
NP_417441.1,1,PF04474,DUF554
NP_417442.1,1,PF04612,T2SSM
NP_417445.1,1,PF16549,T2SSS_2
NP_417449.1,1,PF02652,Lactate_perm
NP_417451.1,1,PF03928,HbpS-like
NP_417461.1,1,PF01384,PHO4
NP_417464.1,1,PF01455,HupF_HypC
NP_417465.1,1,PF01155,HypA
NP_417466.1,1,PF11939,NiFe-hyd_HybE
NP_417467.1,1,PF01750,HycI
NP_417469.1,1,PF03916,NrfD
NP_417472.1,1,PF11115,DUF2623
NP_417474.1,1,PF00248,Aldo_ket_red
NP_417475.1,1,PF03350,UPF0114
NP_417478.1,1,PF02472,ExbD
NP_417479.1,1,PF01618,MotA_ExbB
NP_417481.1,1,PF01053,Cys_Met_Meta_PP
NP_417482.1,1,PF09335,VTT_dom
NP_417485.4,1,PF00248,Aldo_ket_red
NP_417487.1,1,PF04728,LPP
NP_417490.1,1,PF01553,Acyltransferase
NP_417492.1,1,PF00496,SBP_bac_5
NP_417493.1,1,PF15731,MqsA_antitoxin
NP_417494.1,1,PF15723,MqsR_toxin
NP_417496.1,1,PF04076,BOF
NP_417499.1,1,PF10840,DUF2645
NP_417500.1,1,PF02525,Flavodoxin_2
NP_417501.1,1,PF03992,ABM
NP_417503.1,1,PF05728,UPF0227
NP_417505.1,1,PF06853,DUF1249
NP_417506.1,1,PF00293,NUDIX
NP_417507.2,1,PF02321,OEP
NP_417509.3,1,PF06693,DUF1190
NP_417510.1,1,PF03738,GSP_synth
NP_417511.3,1,PF02900,LigB
NP_417512.1,1,PF02535,Zip
NP_417513.1,1,PF00926,DHBP_synthase
NP_417514.4,1,PF04380,BMFP
NP_417515.1,1,PF00419,Fimbrial
NP_417516.3,1,PF01527,HTH_Tnp_1
NP_417521.1,1,PF08971,GlgS
NP_417527.1,1,PF08239,SH3_3
NP_417529.1,1,PF02673,BacA
NP_417530.2,1,PF02152,FolB
NP_417531.1,1,PF02660,G3P_acyltransf
NP_417533.1,1,PF05681,Fumerase
NP_417534.1,1,PF05683,Fumerase_C
NP_417537.1,1,PF01165,Ribosomal_S21
NP_417540.1,1,PF03167,UDG
NP_417542.1,1,PF03551,PadR
NP_417544.5,1,PF00202,Aminotran_3
NP_417545.1,1,PF01588,tRNA_bind
NP_417548.1,1,PF04074,DUF386
NP_417550.1,1,PF27458,YgjJ
NP_417553.1,1,PF01381,HTH_3
NP_417554.1,1,PF09907,HigB_toxin
NP_417556.2,1,PF01863,YgjP-like
NP_417557.1,1,PF02698,DUF218
NP_417560.1,1,PF00375,SDF
NP_417561.1,1,PF10688,Imp-YgjV
NP_417563.1,1,PF02614,UxaC
NP_417564.2,1,PF07690,MFS_1
NP_417566.1,1,PF09335,VTT_dom
NP_417567.1,1,PF13721,SecD-TM1
NP_417568.2,1,PF06476,DUF1090
NP_417570.1,1,PF07332,Phage_holin_3_6
NP_417571.1,1,PF13997,YqjK
NP_417572.2,1,PF07681,DoxX
NP_417574.1,1,PF05656,DUF805
NP_417575.1,1,PF05656,DUF805
NP_417583.4,1,PF01042,Ribonuc_L-PSP
NP_417585.2,1,PF00871,Acetate_kinase
NP_417586.1,1,PF03222,Trp_Tyr_perm
NP_417587.1,1,PF00291,PALP
NP_417590.2,1,PF27690,UCP004546
NP_417593.4,1,PF02595,Gly_kinase
NP_417595.1,1,PF03328,HpcH_HpaI
NP_417598.1,1,PF15937,PrlF_antitoxin
NP_417599.1,1,PF11663,Toxin_YhaV
NP_417601.1,1,PF08013,GatZ_KbaZ-like
NP_417602.4,1,PF03830,PTSIIB_sorb
NP_417605.1,1,PF01380,SIS
NP_417606.1,1,PF01116,F_bP_aldolase
NP_417607.1,1,PF03830,PTSIIB_sorb
NP_417608.1,1,PF03609,EII-Sor
NP_417609.1,1,PF03613,EIID-AGA
NP_417610.1,1,PF01182,Glucosamine_iso
NP_417611.1,1,PF00419,Fimbrial
NP_417614.1,1,PF00419,Fimbrial
NP_417616.1,1,PF04348,LppC
NP_417617.1,1,PF02021,UPF0102
NP_417619.1,1,PF04972,BON
NP_417620.1,1,PF03773,ArsP_1
NP_417622.2,1,PF01965,DJ-1_PfpI
NP_417624.1,1,PF01541,GIY-YIG
NP_417627.1,1,PF01136,Peptidase_U32
NP_417628.2,1,PF01136,Peptidase_U32
NP_417629.1,1,PF00296,Bac_luciferase
NP_417630.1,1,PF03222,Trp_Tyr_perm
NP_417634.1,1,PF00312,Ribosomal_S15
NP_417636.1,1,PF02033,RBFA
NP_417641.4,1,PF00884,Sulfatase
NP_417642.1,1,PF03840,SecG
NP_417644.4,1,PF00809,Pterin_bind
NP_417646.1,1,PF01728,FtsJ
NP_417647.1,1,PF01985,CRS1_YhbY
NP_417651.1,1,PF00892,EamA
NP_417652.1,1,PF01016,Ribosomal_L27
NP_417653.1,1,PF00829,Ribosomal_L21p
NP_417654.1,1,PF00348,polyprenyl_synt
NP_417655.1,1,PF13693,HTH_35
NP_417656.1,1,PF00275,EPSP_synthase
NP_417657.2,1,PF01722,BolA
NP_417659.1,1,PF05494,MlaC
NP_417660.1,1,PF02470,MlaD
NP_417661.1,1,PF02405,MlaE
NP_417663.1,1,PF01699,Na_Ca_ex
NP_417665.1,1,PF08282,Hydrolase_3
NP_417666.1,1,PF06835,LptC
NP_417667.1,1,PF03968,LptD_N
NP_417670.1,1,PF02482,Ribosomal_S30AE
NP_417671.1,1,PF00359,PTS_EIIA_2
NP_417673.1,1,PF00381,PTS-HPr
NP_417674.1,1,PF10707,YrbL-PhoP_reg
NP_417675.1,1,PF00912,Transgly
NP_417681.1,1,PF06551,DUF1120
NP_417682.1,1,PF00345,PapD_N
NP_417686.1,1,PF06551,DUF1120
NP_417688.1,1,PF04074,DUF386
NP_417689.4,1,PF00480,ROK
NP_417690.1,1,PF04131,NanE
NP_417692.1,1,PF00701,DHDPS
NP_417694.1,1,PF03606,DcuC
NP_417695.1,1,PF04386,SspB
NP_417697.1,1,PF00380,Ribosomal_S9
NP_417698.1,1,PF00572,Ribosomal_L13
NP_417699.1,1,PF03969,AFG1_ATPase
NP_417700.2,1,PF06295,ZapG-like
NP_417705.2,1,PF07338,YdgH_BhsA-like
NP_417706.1,1,PF01337,Barstar
NP_417709.2,1,PF07869,DUF1656
NP_417714.1,1,PF02545,Maf
NP_417715.1,1,PF04093,MreD
NP_417716.1,1,PF04085,MreC
NP_417721.1,1,PF00364,Biotin_lipoyl
NP_417723.1,1,PF06196,DUF997
NP_417724.4,1,PF00474,SSF
NP_417729.1,1,PF10831,DUF2556
NP_417736.2,1,PF00528,BPD_transp_1
NP_417739.1,1,PF07369,DUF1488
NP_417741.1,1,PF01300,Sua5_yciO_yrdC
NP_417743.1,1,PF04361,DUF494
NP_417745.1,1,PF01327,Pep_deformylase
NP_417749.1,1,PF01741,MscL
NP_417752.1,1,PF09350,DJC28_CD
NP_417753.1,1,PF01196,Ribosomal_L17
NP_417756.1,1,PF00411,Ribosomal_S11
NP_417757.1,1,PF00416,Ribosomal_S13
NP_417758.1,1,PF00444,Ribosomal_L36
NP_417759.1,1,PF00344,SecY
NP_417760.1,1,PF00828,Ribosomal_L27A
NP_417761.1,1,PF00327,Ribosomal_L30
NP_417763.1,1,PF00861,Ribosomal_L18p
NP_417764.1,1,PF00347,Ribosomal_L6
NP_417765.1,1,PF00410,Ribosomal_S8
NP_417766.1,1,PF00253,Ribosomal_S14
NP_417769.1,1,PF00238,Ribosomal_L14
NP_417770.1,1,PF00366,Ribosomal_S17
NP_417771.1,1,PF00831,Ribosomal_L29
NP_417772.1,1,PF00252,Ribosomal_L16
NP_417774.1,1,PF00237,Ribosomal_L22
NP_417775.1,1,PF00203,Ribosomal_S19
NP_417777.1,1,PF00276,Ribosomal_L23
NP_417778.1,1,PF00573,Ribosomal_L4
NP_417779.1,1,PF00297,Ribosomal_L3
NP_417780.1,1,PF00338,Ribosomal_S10
NP_417783.1,1,PF11356,T2SSC
NP_417793.2,1,PF04612,T2SSM
NP_417794.1,1,PF01478,Peptidase_A24
NP_417795.1,1,PF00210,Ferritin
NP_417796.1,1,PF04324,Fer2_BFD
NP_417800.1,1,PF00177,Ribosomal_S7
NP_417801.1,1,PF00164,Ribosom_S12_S23
NP_417802.1,1,PF04077,DsrH
NP_417803.1,1,PF02635,DsrE
NP_417804.1,1,PF02635,DsrE
NP_417807.1,1,PF04102,SlyX
NP_417808.1,1,PF00254,FKBP_C
NP_417810.1,1,PF02525,Flavodoxin_2
NP_417813.1,1,PF06794,UPF0270
NP_417814.1,1,PF00485,PRK
NP_417815.1,1,PF02566,OsmC
NP_417820.1,1,PF02661,Fic
NP_417821.1,1,PF10832,YhfG
NP_417822.1,1,PF00160,Pro_isomerase
NP_417823.1,1,PF07690,MFS_1
NP_417825.1,1,PF13806,Rieske_2
NP_417828.1,1,PF13978,DUF4223
NP_417830.4,1,PF01380,SIS
NP_417833.1,1,PF00294,PfkB
NP_417836.1,1,PF10797,YhfT
NP_417837.2,1,PF10941,DUF2620
NP_417838.1,1,PF02126,PTE
NP_417843.1,1,PF00579,tRNA-synt_1b
NP_417846.1,1,PF02086,MethyltransfD12
NP_417847.1,1,PF05036,SPOR
NP_417851.4,1,PF10748,HofP
NP_417852.1,1,PF25319,HofO
NP_417853.1,1,PF05137,PilN
NP_417856.1,1,PF00293,NUDIX
NP_417857.1,1,PF07095,IgaA
NP_417860.2,1,PF01430,HSP33
NP_417861.1,1,PF13687,DUF4153
NP_417862.1,1,PF01293,PEPCK_ATP
NP_417867.1,1,PF04023,FeoA
NP_417872.2,1,PF00156,Pribosyltran
NP_417879.1,1,PF01139,RtcB
NP_417883.1,1,PF00581,Rhodanese
NP_417886.1,1,PF00343,Phosphorylase
NP_417892.1,1,PF01914,MarC
NP_417899.1,1,PF05638,T6SS_HCP
NP_417902.1,1,PF03400,DDE_Tnp_IS1
NP_417903.1,1,PF15567,Imm35
NP_417904.1,1,PF01019,G_glu_transpept
NP_417905.1,1,PF10956,DUF2756
NP_417906.1,1,PF03009,GDPD
NP_417908.1,1,PF00528,BPD_transp_1
NP_417909.1,1,PF00528,BPD_transp_1
NP_417914.1,1,PF02653,BPD_transp_2
NP_417922.1,1,PF03602,Cons_hypoth95
NP_417923.1,1,PF06611,DUF1145
NP_417924.1,1,PF10694,DUF2500
NP_417925.1,1,PF07947,YhhN
NP_417927.1,1,PF01206,TusA
NP_417928.1,1,PF02592,Vut_1
NP_417929.4,1,PF08786,DcrB
NP_417930.2,1,PF07690,MFS_1
NP_417931.4,1,PF01594,AI-2E_transport
NP_417932.1,1,PF01648,ACPS
NP_417933.1,1,PF00496,SBP_bac_5
NP_417935.1,1,PF00528,BPD_transp_1
NP_417936.1,1,PF00005,ABC_tran
NP_417940.2,1,PF15631,Imm-NTF2-2
NP_417945.1,1,PF13258,DUF4049
NP_417948.4,1,PF10951,DUF2776
NP_417950.1,1,PF01384,PHO4
NP_417951.1,1,PF10625,UspB
NP_417952.1,1,PF00582,Usp
NP_417954.1,1,PF04445,SAM_MT
NP_417956.1,1,PF04378,RsmJ
NP_417960.1,1,PF03960,ArsC
NP_417963.4,1,PF03843,Slp
NP_417964.1,1,PF00196,GerE
NP_417966.4,1,PF06411,HdeA
NP_417967.1,1,PF06411,HdeA
NP_417968.1,1,PF03729,DUF308
NP_417969.1,1,PF00196,GerE
NP_417974.1,1,PF00282,Pyridoxal_deC
NP_417979.1,1,PF03631,Virul_fac_BrkB
NP_417981.2,1,PF05170,AsmA
NP_417982.2,1,PF00563,EAL
NP_417983.2,1,PF00294,PfkB
NP_417985.1,1,PF00375,SDF
NP_417988.1,1,PF01270,Glyco_hydro_8
NP_417989.1,1,PF03170,BcsB
NP_417992.1,1,PF10945,CBP_BcsR
NP_417993.1,1,PF10995,CBP_BcsE
NP_417994.2,1,PF11120,CBP_BcsF
NP_417995.1,1,PF11658,CBP_BcsG
NP_417996.1,1,PF03222,Trp_Tyr_perm
NP_418001.1,1,PF00496,SBP_bac_5
NP_418003.1,1,PF07690,MFS_1
NP_418004.4,1,PF03797,Autotransporter
NP_418005.1,1,PF03352,Adenine_glyco
NP_418010.2,1,PF11254,DUF3053
NP_418011.1,1,PF01381,HTH_3
NP_418017.1,1,PF02091,tRNA-synt_2e
NP_418018.1,1,PF01757,Acyl_transf_3
NP_418019.4,1,PF05360,YiaAB
NP_418020.2,1,PF05360,YiaAB
NP_418022.1,1,PF27526,XylA2_C
NP_418025.1,1,PF02653,BPD_transp_2
NP_418028.1,1,PF00128,Alpha-amylase
NP_418032.1,1,PF02615,Ldh_2
NP_418033.1,1,PF04074,DUF386
NP_418034.1,1,PF04290,DctQ
NP_418036.1,1,PF03480,DctP
NP_418038.1,1,PF00215,OMPdecase
NP_418039.2,1,PF01261,AP_endonuc_2
NP_418040.1,1,PF00596,Aldolase_II
NP_418041.1,1,PF06629,MipA
NP_418044.1,1,PF11742,DUF3302
NP_418045.4,1,PF00171,Aldedh
NP_418055.1,1,PF11742,DUF3302
NP_418058.1,1,PF05068,MtlR
NP_418059.1,1,PF10928,DUF2810
NP_418060.1,1,PF02652,Lactate_perm
NP_418062.1,1,PF01070,FMN_dh
NP_418063.1,1,PF00588,SpoU_methylase
NP_418066.1,1,PF02556,SecB
NP_418068.1,1,PF00581,Rhodanese
NP_418070.6,1,PF01551,Peptidase_M23
NP_418071.4,1,PF04748,Polysacc_deac_2
NP_418075.2,1,PF09612,HtrL_YibB
NP_418077.1,1,PF01075,Glyco_transf_9
NP_418078.1,1,PF01075,Glyco_transf_9
NP_418079.1,1,PF04932,Wzy_C
NP_418080.1,1,PF01075,Glyco_transf_9
NP_418081.1,1,PF27901,WaaZ_KDO_III
NP_418087.1,1,PF06293,Kdo
NP_418089.1,1,PF01075,Glyco_transf_9
NP_418093.1,1,PF00471,Ribosomal_L33
NP_418094.1,1,PF00830,Ribosomal_L28
NP_418099.1,1,PF00156,Pribosyltran
NP_418102.2,1,PF02498,Bro-N
NP_418103.4,1,PF03458,Gly_transporter
NP_418105.1,1,PF00625,Guanylate_kin
NP_418106.1,1,PF01192,RNA_pol_Rpb6
NP_418110.1,1,PF03616,Glt_symporter
NP_418111.1,1,PF00860,Xan_ur_permease
NP_418112.1,1,PF05170,AsmA
NP_418114.4,1,PF13347,MFS_2
NP_418116.1,1,PF00892,EamA
NP_418117.1,1,PF03180,Lipoprotein_9
NP_418118.2,1,PF07690,MFS_1
NP_418119.2,1,PF06711,DUF1198
NP_418120.2,1,PF00860,Xan_ur_permease
NP_418122.1,1,PF07690,MFS_1
NP_418123.2,1,PF07690,MFS_1
NP_418128.1,1,PF08049,IlvB_leader
NP_418131.1,1,PF02656,DUF202
NP_418132.1,1,PF02656,DUF202
NP_418133.1,1,PF27700,Uncharacterised_IM_YidI
NP_418135.1,1,PF00474,SSF
NP_418141.2,1,PF00011,HSP20
NP_418142.1,1,PF00011,HSP20
NP_418143.2,1,PF07119,DUF1375
NP_418148.1,1,PF05035,DGOK
NP_418153.4,1,PF20159,YidB
NP_418158.1,1,PF00468,Ribosomal_L34
NP_418159.1,1,PF00825,Ribonuclease_P
NP_418163.1,1,PF08053,Tna_leader
NP_418165.1,1,PF03222,Trp_Tyr_perm
NP_418170.1,1,PF00860,Xan_ur_permease
NP_418172.1,1,PF26516,CBRB
NP_418173.1,1,PF03691,UPF0167
NP_418177.1,1,PF00232,Glyco_hydro_1
NP_418180.1,1,PF01895,PhoU
NP_418182.1,1,PF00528,BPD_transp_1
NP_418183.1,1,PF00528,BPD_transp_1
NP_418184.1,1,PF12849,PBP_like_2
NP_418189.1,1,PF00231,ATP-synt
NP_418191.1,1,PF00213,OSCP
NP_418192.1,1,PF00430,ATP-synt_B
NP_418193.1,1,PF00137,ATP-synt_C
NP_418194.1,1,PF00119,ATP-synt_A
NP_418195.2,1,PF03899,ATP-synt_I
NP_418198.1,1,PF00258,Flavodoxin_1
NP_418200.1,1,PF03590,AsnA
NP_418204.2,1,PF05025,RbsD_FucU
NP_418206.1,1,PF02653,BPD_transp_2
NP_418213.1,1,PF04219,DUF413
NP_418215.1,1,PF08046,IlvGEDA_leader
NP_418217.1,1,PF13710,ACT_5
NP_418231.1,1,PF00953,Glycos_transf_4
NP_418232.2,1,PF02706,Wzz
NP_418241.1,1,PF06899,WzyE
NP_418242.1,1,PF03808,Glyco_tran_WecG
NP_418245.1,1,PF00884,Sulfatase
NP_418247.1,1,PF04375,HemX
NP_418248.1,1,PF02602,HEM4
NP_418251.1,1,PF01491,Frataxin_Cyay
NP_418254.2,1,PF01678,DAP_epimerase
NP_418255.1,1,PF04340,DUF484
NP_418260.1,1,PF01544,CorA
NP_418261.1,1,PF10947,DUF2628
NP_418265.1,1,PF02253,PLA1
NP_418271.1,1,PF00892,EamA
NP_418275.1,1,PF01048,PNP_UDP_1
NP_418276.1,1,PF02646,RmuC
NP_418278.1,1,PF02036,SCP2
NP_418280.4,1,PF02416,TatA_B_E
NP_418282.1,1,PF00902,TatC
NP_418284.1,1,PF02357,NusG
NP_418293.2,1,PF03205,MobB
NP_418294.1,1,PF12804,NTP_transf_3
NP_418295.1,1,PF06288,DUF1040
NP_418296.1,1,PF01636,APH
NP_418298.4,1,PF06097,DUF945
NP_418299.1,1,PF01553,Acyltransferase
NP_418302.1,1,PF04220,YihI
NP_418309.1,1,PF01261,AP_endonuc_2
NP_418310.1,1,PF07690,MFS_1
NP_418315.3,1,PF01263,Aldose_epim
NP_418316.4,1,PF07221,GlcNAc_2-epim
NP_418317.1,1,PF01791,DeoC
NP_418319.2,1,PF00294,PfkB
NP_418322.1,1,PF03631,Virul_fac_BrkB
NP_418323.1,1,PF02580,Tyr_Deacylase
NP_418325.4,1,PF01402,RHH_1
NP_418328.1,1,PF01292,Ni_hydr_CYTB
NP_418331.1,1,PF02634,FdhD-NarQ
NP_418332.1,1,PF12889,DUF3829
NP_418334.1,1,PF05343,Peptidase_M42
NP_418336.1,1,PF00359,PTS_EIIA_2
NP_418337.1,1,PF05336,rhaM
NP_418338.1,1,PF00596,Aldolase_II
NP_418343.1,1,PF06379,RhaT
NP_418345.2,1,PF03812,KdgT
NP_418351.1,1,PF00365,PFK
NP_418353.1,1,PF02611,CDH
NP_418354.1,1,PF00121,TIM
NP_418355.1,1,PF07305,DUF1454
NP_418356.1,1,PF05656,DUF805
NP_418357.1,1,PF04175,DUF406
NP_418358.1,1,PF00582,Usp
NP_418360.1,1,PF03320,FBPase_glpX
NP_418362.1,1,PF00230,MIP
NP_418363.1,1,PF06005,ZapB
NP_418364.1,1,PF03737,RraA-like
NP_418365.1,1,PF01040,UbiA
NP_418367.1,1,PF00227,Proteasome
NP_418368.1,1,PF05036,SPOR
NP_418371.1,1,PF01197,Ribosomal_L31
NP_418372.1,1,PF05708,Peptidase_C92
NP_418373.1,1,PF01340,MetJ
NP_418376.1,1,PF02219,MTHFR
NP_418377.1,1,PF00141,peroxidase
NP_418378.4,1,PF00892,EamA
NP_418379.1,1,PF06940,DUF1287
NP_418381.1,1,PF00923,TAL_FSA
NP_418388.1,1,PF02302,PTS_IIB
NP_418390.1,1,PF00884,Sulfatase
NP_418391.1,1,PF00311,PEPcase
NP_418394.3,1,PF00696,AA_kinase
NP_418399.1,1,PF07226,DUF1422
NP_418402.2,1,PF01177,Asp_Glu_race
NP_418405.1,1,PF00485,PRK
NP_418408.1,1,PF00584,SecE
NP_418411.1,1,PF00687,Ribosomal_L1
NP_418416.1,1,PF27200,YjaZ
NP_418418.2,1,PF05690,ThiG
NP_418420.4,1,PF00899,ThiF
NP_418421.1,1,PF02581,TMP-TENI
NP_418423.1,1,PF04353,Rsd_AlgQ
NP_418425.1,1,PF01208,URO-D
NP_418426.2,1,PF04493,Endonuclease_5
NP_418427.1,1,PF04222,DUF416
NP_418429.1,1,PF07356,DUF1481
NP_418430.2,1,PF13801,Metal_resist
NP_418437.1,1,PF04204,HTS
NP_418445.1,1,PF03575,Peptidase_S51
NP_418447.1,1,PF11656,DUF3811
NP_418449.1,1,PF00342,PGI
NP_418450.1,1,PF11106,YjbE
NP_418451.4,1,PF11102,YjbF
NP_418453.1,1,PF06082,YjbH
NP_418454.1,1,PF06146,PsiE
NP_418456.1,1,PF00528,BPD_transp_1
NP_418460.1,1,PF02264,LamB
NP_418461.1,1,PF07148,MalM
NP_418463.4,1,PF04345,Chor_lyase
NP_418464.1,1,PF01040,UbiA
NP_418466.1,1,PF01219,DAGK_prokar
NP_418468.3,1,PF01554,MatE
NP_418469.1,1,PF05532,CsbD
NP_418470.4,1,PF01475,FUR
NP_418472.1,1,PF10897,DUF2713
NP_418473.3,1,PF01207,Dus
NP_418474.4,1,PF09583,Phageshock_PspG
NP_418478.1,1,PF00155,Aminotran_1_2
NP_418479.1,1,PF03767,Acid_phosphat_B
NP_418480.1,1,PF01894,YjbQ
NP_418481.1,1,PF04237,YjbR
NP_418483.1,1,PF00436,SSB
NP_418484.4,1,PF15940,YjcB
NP_418488.1,1,PF00860,Xan_ur_permease
NP_418489.1,1,PF00999,Na_H_Exchanger
NP_418491.1,1,PF00474,SSF
NP_418492.1,1,PF04341,DUF485
NP_418497.1,1,PF03916,NrfD
NP_418499.1,1,PF03918,CcmH
NP_418501.1,1,PF00375,SDF
NP_418502.1,1,PF08238,Sel1
NP_418504.1,1,PF02321,OEP
NP_418508.1,1,PF00480,ROK
NP_418509.1,1,PF00834,Ribul_P_3_epim
NP_418510.1,1,PF02653,BPD_transp_2
NP_418514.1,1,PF02502,LacAB_rpiB
NP_418518.1,1,PF13238,AAA_18
NP_418520.1,1,PF00005,ABC_tran
NP_418522.1,1,PF06007,PhnJ
NP_418523.1,1,PF05861,PhnI
NP_418524.1,1,PF05845,PhnH
NP_418525.1,1,PF06754,PhnG
NP_418529.1,1,PF12974,Phosphonate-bd
NP_418534.4,1,PF13990,YjcZ
NP_418544.2,1,PF13347,MFS_2
NP_418545.1,1,PF09997,DUF2238
NP_418547.1,1,PF03605,DcuA_DcuB
NP_418548.1,1,PF00072,Response_reg
NP_418550.1,1,PF06902,Fer4_19
NP_418552.1,1,PF11080,GhoS
NP_418560.1,1,PF03091,CutA1
NP_418564.2,1,PF04186,FxsA
NP_418566.1,1,PF00166,Cpn10
NP_418567.1,1,PF00118,Cpn60_TCP1
NP_418568.2,1,PF13698,DUF4156
NP_418569.1,1,PF15922,YjeJ
NP_418572.4,1,PF00893,Multi_Drug_Res
NP_418574.1,1,PF00144,Beta-lactamase
NP_418575.1,1,PF02313,Fumarate_red_D
NP_418576.1,1,PF02300,Fumarate_red_C
NP_418579.2,1,PF00152,tRNA-synt_2
NP_418582.1,1,PF10840,DUF2645
NP_418586.4,1,PF00929,RNase_T
NP_418589.1,1,PF02367,TsaE
NP_418593.1,1,PF17209,Hfq
NP_418596.1,1,PF01145,Band_7
NP_418597.1,1,PF09838,DUF2065
NP_418598.1,1,PF00709,Adenylsucc_synt
NP_418599.1,1,PF02082,Rrf2
NP_418602.1,1,PF09938,DUF2170
NP_418603.1,1,PF04012,PspA_IM30
NP_418604.1,1,PF10679,DUF2491
NP_418605.1,1,PF03994,DUF350
NP_418606.1,1,PF06693,DUF1190
NP_418607.1,1,PF03738,GSP_synth
NP_418609.4,1,PF07338,YdgH_BhsA-like
NP_418610.4,1,PF07338,YdgH_BhsA-like
NP_418614.4,1,PF03611,EIIC-GAT
NP_418615.1,1,PF02302,PTS_IIB
NP_418616.1,1,PF00359,PTS_EIIA_2
NP_418617.1,1,PF00215,OMPdecase
NP_418618.1,1,PF01261,AP_endonuc_2
NP_418619.1,1,PF00596,Aldolase_II
NP_418620.1,1,PF07338,YdgH_BhsA-like
NP_418621.5,1,PF01250,Ribosomal_S6
NP_418623.1,1,PF01084,Ribosomal_S18
NP_418625.1,1,PF10887,DUF2686
NP_418631.2,1,PF00892,EamA
NP_418633.4,1,PF01638,HxlR
NP_418635.1,1,PF00459,Inositol_P
NP_418637.1,1,PF09695,YtfJ_HI0045
NP_418638.2,1,PF06526,DUF1107
NP_418640.1,1,PF01625,PMSR
NP_418643.1,1,PF06094,GGACT
NP_418645.2,1,PF04014,MazE_antitoxin
NP_418646.1,1,PF02452,PemK_toxin
NP_418647.1,1,PF00719,Pyrophosphatase
NP_418651.3,1,PF02653,BPD_transp_2
NP_418652.2,1,PF02653,BPD_transp_2
NP_418655.1,1,PF04751,DarP
NP_418658.1,1,PF13353,Fer4_12
NP_418660.1,1,PF00128,Alpha-amylase
NP_418664.2,1,PF01042,Ribonuc_L-PSP
NP_418667.1,1,PF08052,PyrBI_leader
NP_418669.1,1,PF01042,Ribonuc_L-PSP
NP_418672.4,1,PF00440,TetR_N
NP_418673.4,1,PF04074,DUF386
NP_418674.2,1,PF13981,SopA
NP_418676.1,1,PF06877,RraB
NP_418680.1,1,PF04364,DNA_pol3_chi
NP_418682.1,1,PF03739,LptF_LptG
NP_418683.4,1,PF03739,LptF_LptG
NP_418689.1,1,PF01202,SKI
NP_418692.2,1,PF01527,HTH_Tnp_1
NP_418697.1,1,PF13817,DDE_Tnp_IS66_C
NP_418708.1,1,PF01032,FecCD
NP_418710.4,1,PF01497,Peripla_BP_2
