protein,num_pfams,pfam_accession,pfam_name
NP_416784.1,11,PF13484,Fer4_16
NP_416784.1,11,PF13534,Fer4_17
NP_416784.1,11,PF14697,Fer4_21
NP_416786.4,7,PF00111,Fer2
NP_416786.4,7,PF00384,Molybdopterin
NP_416786.4,7,PF01568,Molydop_binding
NP_416786.4,7,PF04879,Molybdop_Fe4S4
NP_416786.4,7,PF10588,NADH-G_4Fe-4S_3
NP_416786.4,7,PF13510,Fer2_4
NP_416786.4,7,PF22117,Fer4_Nqo3
NP_416787.1,2,PF01512,Complex1_51K
NP_416787.1,2,PF10589,NADH_4Fe-4S
NP_416789.2,2,PF00329,Complex1_30kDa
NP_416789.2,2,PF00346,Complex1_49kDa
NP_416792.1,2,PF00126,HTH_1
NP_416792.1,2,PF03466,LysR_substrate
NP_416793.1,2,PF00155,Aminotran_1_2
NP_416793.1,2,PF01041,DegT_DnrJ_EryC1
NP_416794.1,3,PF01966,HD
NP_416794.1,3,PF12917,YfbR-like
NP_416794.1,3,PF13023,HD_3
NP_416795.1,4,PF00939,Na_sulph_symp
NP_416795.1,4,PF02080,TrkA_C
NP_416795.1,4,PF03600,CitMHS
NP_416795.1,4,PF06808,DctM
NP_416796.2,4,PF00702,Hydrolase
NP_416796.2,4,PF12710,HAD
NP_416796.2,4,PF13242,Hydrolase_like
NP_416796.2,4,PF13419,HAD_2
NP_416800.1,3,PF01515,PTA_PTB
NP_416800.1,3,PF07085,DRTGG
NP_416800.1,3,PF13500,AAA_26
NP_416803.3,2,PF00149,Metallophos
NP_416803.3,2,PF12850,Metallophos_2
NP_416804.1,4,PF02798,GST_N
NP_416804.1,4,PF13409,GST_N_2
NP_416804.1,4,PF13417,GST_N_3
NP_416804.1,4,PF14834,GST_C_4
NP_416805.1,6,PF00043,GST_C
NP_416805.1,6,PF02798,GST_N
NP_416805.1,6,PF13409,GST_N_2
NP_416805.1,6,PF13410,GST_C_2
NP_416805.1,6,PF13417,GST_N_3
NP_416805.1,6,PF14497,GST_C_3
NP_416807.1,4,PF01370,Epimerase
NP_416807.1,4,PF08338,DUF1731
NP_416807.1,4,PF13460,NAD_binding_10
NP_416807.1,4,PF16363,GDP_Man_Dehyd
NP_416808.1,2,PF04754,Transposase_31
NP_416808.1,2,PF27070,HTH_Rpn_C
NP_416809.1,2,PF00005,ABC_tran
NP_416809.1,2,PF13304,AAA_21
NP_416815.1,4,PF00156,Pribosyltran
NP_416815.1,4,PF13230,GATase_4
NP_416815.1,4,PF13522,GATase_6
NP_416815.1,4,PF13537,GATase_7
NP_416818.1,2,PF02875,Mur_ligase_C
NP_416818.1,2,PF08245,Mur_ligase_M
NP_416819.1,2,PF01039,Carboxyl_trans
NP_416819.1,2,PF17848,Zn_ribbon_ACC
NP_416822.1,2,PF01118,Semialdhyde_dh
NP_416822.1,2,PF02774,Semialdhyde_dhC
NP_416823.1,3,PF00389,2-Hacid_dh
NP_416823.1,3,PF02826,2-Hacid_dh_C
NP_416823.1,3,PF11890,DUF3410
NP_416826.1,2,PF00109,ketoacyl-synt
NP_416826.1,2,PF02801,Ketoacyl-synt_C
NP_416827.4,2,PF01266,DAO
NP_416827.4,2,PF05430,Methyltransf_30
NP_416833.4,9,PF01209,Ubie_methyltran
NP_416833.4,9,PF02475,TRM5-TYW2_MTfase
NP_416833.4,9,PF03602,Cons_hypoth95
NP_416833.4,9,PF05175,MTS
NP_416833.4,9,PF06325,PrmA
NP_416833.4,9,PF08242,Methyltransf_12
NP_416833.4,9,PF09445,Methyltransf_15
NP_416833.4,9,PF13649,Methyltransf_25
NP_416833.4,9,PF13847,Methyltransf_31
NP_416839.1,2,PF00345,PapD_N
NP_416839.1,2,PF02753,PapD_C
NP_416843.1,4,PF00378,ECH_1
NP_416843.1,4,PF00725,3HCDH
NP_416843.1,4,PF02737,3HCDH_N
NP_416843.1,4,PF16113,ECH_2
NP_416844.1,3,PF00108,Thiolase_N
NP_416844.1,3,PF00109,ketoacyl-synt
NP_416844.1,3,PF02803,Thiolase_C
NP_416850.1,4,PF00589,Phage_integrase
NP_416850.1,4,PF13356,Arm-DNA-bind_3
NP_416850.1,4,PF14659,Phage_int_SAM_3
NP_416850.1,4,PF22022,Phage_int_M
NP_416865.1,2,PF00126,HTH_1
NP_416865.1,2,PF03466,LysR_substrate
NP_416868.1,2,PF06609,TRI12
NP_416868.1,2,PF07690,MFS_1
NP_416869.1,5,PF00364,Biotin_lipoyl
NP_416869.1,5,PF25885,HH_EMRA
NP_416869.1,5,PF25917,BSH_RND
NP_416869.1,5,PF25963,Beta-barrel_AAEA
NP_416869.1,5,PF25973,BSH_CzcB
NP_416870.1,2,PF00072,Response_reg
NP_416870.1,2,PF00196,GerE
NP_416871.1,5,PF00072,Response_reg
NP_416871.1,5,PF00497,SBP_bac_3
NP_416871.1,5,PF00512,HisKA
NP_416871.1,5,PF01627,Hpt
NP_416871.1,5,PF02518,HATPase_c
NP_416874.1,3,PF00205,TPP_enzyme_M
NP_416874.1,3,PF02775,TPP_enzyme_C
NP_416874.1,3,PF02776,TPP_enzyme_N
NP_416881.1,4,PF01590,GAF
NP_416881.1,4,PF02518,HATPase_c
NP_416881.1,4,PF06580,His_kinase
NP_416881.1,4,PF07694,5TM-5TMR_LYT
NP_416882.1,2,PF00072,Response_reg
NP_416882.1,2,PF04397,LytTR
NP_416883.1,2,PF00165,HTH_AraC
NP_416883.1,2,PF12833,HTH_18
NP_416884.1,5,PF00359,PTS_EIIA_2
NP_416884.1,5,PF00381,PTS-HPr
NP_416884.1,5,PF00391,PEP-utilizers
NP_416884.1,5,PF02896,PEP-utilizers_C
NP_416884.1,5,PF05524,PEP-utilisers_N
NP_416885.1,2,PF04389,Peptidase_M28
NP_416885.1,2,PF05343,Peptidase_M42
NP_416886.1,2,PF00557,Peptidase_M24
NP_416886.1,2,PF01321,Creatinase_N
NP_416888.1,2,PF02302,PTS_IIB
NP_416888.1,2,PF25554,PTS_EIIB_BC_N
NP_416894.1,3,PF01773,Nucleos_tra2_N
NP_416894.1,3,PF07662,Nucleos_tra2_C
NP_416894.1,3,PF07670,Gate
NP_416896.4,2,PF00563,EAL
NP_416896.4,2,PF05231,MASE1
NP_416898.3,2,PF07037,YfeC-like
NP_416898.3,2,PF12728,HTH_17
NP_416899.1,2,PF00749,tRNA-synt_1c
NP_416899.1,2,PF19269,Anticodon_2
NP_416900.1,2,PF00126,HTH_1
NP_416900.1,2,PF03466,LysR_substrate
NP_416901.1,4,PF01306,LacY_symp
NP_416901.1,4,PF03825,Nuc_H_symport
NP_416901.1,4,PF07690,MFS_1
NP_416901.1,4,PF12832,MFS_1_like
NP_416904.1,2,PF00126,HTH_1
NP_416904.1,2,PF03466,LysR_substrate
NP_416905.1,2,PF01758,SBF
NP_416905.1,2,PF13593,SBF_like
NP_416906.1,9,PF00533,BRCT
NP_416906.1,9,PF00633,HHH
NP_416906.1,9,PF01653,DNA_ligase_aden
NP_416906.1,9,PF03119,DNA_ligase_ZBD
NP_416906.1,9,PF03120,OB_DNA_ligase
NP_416906.1,9,PF12738,PTCB-BRCT
NP_416906.1,9,PF12826,HHH_2
NP_416906.1,9,PF14520,HHH_5
NP_416906.1,9,PF22745,Nlig-Ia
NP_416911.1,3,PF00391,PEP-utilizers
NP_416911.1,3,PF02896,PEP-utilizers_C
NP_416911.1,3,PF05524,PEP-utilisers_N
NP_416913.1,2,PF00294,PfkB
NP_416913.1,2,PF08543,Phos_pyr_kin
NP_416917.1,2,PF00005,ABC_tran
NP_416917.1,2,PF13304,AAA_21
NP_416920.1,2,PF01547,SBP_bac_1
NP_416920.1,2,PF13531,SBP_bac_11
NP_416921.4,3,PF00106,adh_short
NP_416921.4,3,PF08659,KR
NP_416921.4,3,PF13561,adh_short_C2
NP_416922.1,3,PF01380,SIS
NP_416922.1,3,PF01418,HTH_6
NP_416922.1,3,PF13580,SIS_2
NP_416923.1,4,PF01380,SIS
NP_416923.1,4,PF13580,SIS_2
NP_416923.1,4,PF20741,GKRP-like_C
NP_416923.1,4,PF22645,GKRP_SIS_N
NP_416924.1,2,PF00367,PTS_EIIB
NP_416924.1,2,PF02378,PTS_EIIC
NP_416926.4,2,PF04261,Dyp_perox_N
NP_416926.4,2,PF20628,Dyp_perox_C
NP_416929.4,6,PF00583,Acetyltransf_1
NP_416929.4,6,PF08445,FR47
NP_416929.4,6,PF13480,Acetyltransf_6
NP_416929.4,6,PF13508,Acetyltransf_7
NP_416929.4,6,PF13527,Acetyltransf_9
NP_416929.4,6,PF13673,Acetyltransf_10
NP_416932.1,2,PF00165,HTH_AraC
NP_416932.1,2,PF12833,HTH_18
NP_416933.4,2,PF00936,BMC
NP_416933.4,2,PF16365,EutK_C
NP_416937.2,4,PF00589,Phage_integrase
NP_416937.2,4,PF13356,Arm-DNA-bind_3
NP_416937.2,4,PF14659,Phage_int_SAM_3
NP_416937.2,4,PF22022,Phage_int_M
NP_416948.4,3,PF00465,Fe-ADH
NP_416948.4,3,PF13685,Fe-ADH_2
NP_416948.4,3,PF25137,ADH_Fe_C
NP_416949.1,3,PF06723,MreB_Mbl
NP_416949.1,3,PF11104,PilM_2
NP_416949.1,3,PF14450,FtsA
NP_416955.1,2,PF05899,Cupin_3
NP_416955.1,2,PF06249,EutQ
NP_416956.1,2,PF01926,MMR_HSR1
NP_416956.1,2,PF10662,PduV-EutP
NP_416958.1,3,PF00390,malic
NP_416958.1,3,PF01515,PTA_PTB
NP_416958.1,3,PF03949,Malic_M
NP_416960.1,4,PF00456,Transketolase_N
NP_416960.1,4,PF02779,Transket_pyr
NP_416960.1,4,PF02780,Transketolase_C
NP_416960.1,4,PF22613,Transketolase_C_1
NP_416962.1,2,PF00293,NUDIX
NP_416962.1,2,PF27456,NudK_N
NP_416963.1,14,PF00037,Fer4
NP_416963.1,14,PF00070,Pyr_redox
NP_416963.1,14,PF01494,FAD_binding_3
NP_416963.1,14,PF07992,Pyr_redox_2
NP_416963.1,14,PF12797,Fer4_2
NP_416963.1,14,PF12837,Fer4_6
NP_416963.1,14,PF12838,Fer4_7
NP_416963.1,14,PF13187,Fer4_9
NP_416963.1,14,PF13237,Fer4_10
NP_416963.1,14,PF13241,NAD_binding_7
NP_416963.1,14,PF13247,Fer4_11
NP_416963.1,14,PF13450,NAD_binding_8
NP_416963.1,14,PF13738,Pyr_redox_3
NP_416963.1,14,PF14691,Fer4_20
NP_416964.1,4,PF00672,HAMP
NP_416964.1,4,PF02518,HATPase_c
NP_416964.1,4,PF07730,HisKA_3
NP_416964.1,4,PF13675,PilJ
NP_416965.1,3,PF00873,ACR_tran
NP_416965.1,3,PF02355,SecD_SecF_C
NP_416965.1,3,PF03176,MMPL
NP_416967.1,2,PF01546,Peptidase_M20
NP_416967.1,2,PF07687,M20_dimer
NP_416968.2,3,PF00326,Peptidase_S9
NP_416968.2,3,PF01738,DLH
NP_416968.2,3,PF02230,Abhydrolase_2
NP_416969.1,6,PF05127,NAT10_TcmA_helicase
NP_416969.1,6,PF08351,TmcA_N
NP_416969.1,6,PF13604,AAA_30
NP_416969.1,6,PF13673,Acetyltransf_10
NP_416969.1,6,PF13718,GNAT_acetyltr_2
NP_416969.1,6,PF17176,tRNA_bind_3
NP_416974.4,3,PF01842,ACT
NP_416974.4,3,PF13291,ACT_4
NP_416974.4,3,PF13740,ACT_6
NP_416975.1,3,PF00578,AhpC-TSA
NP_416975.1,3,PF02630,SCO1-SenC
NP_416975.1,3,PF08534,Redoxin
NP_416976.4,13,PF00037,Fer4
NP_416976.4,13,PF12797,Fer4_2
NP_416976.4,13,PF12798,Fer4_3
NP_416976.4,13,PF12800,Fer4_4
NP_416976.4,13,PF12837,Fer4_6
NP_416976.4,13,PF12838,Fer4_7
NP_416976.4,13,PF13183,Fer4_8
NP_416976.4,13,PF13187,Fer4_9
NP_416976.4,13,PF13237,Fer4_10
NP_416976.4,13,PF13247,Fer4_11
NP_416976.4,13,PF13484,Fer4_16
NP_416976.4,13,PF13534,Fer4_17
NP_416976.4,13,PF25160,LdpA_Fe-S-bd
NP_416979.1,2,PF00361,Proton_antipo_M
NP_416979.1,2,PF00662,Proton_antipo_N
NP_416981.1,2,PF00361,Proton_antipo_M
NP_416981.1,2,PF00662,Proton_antipo_N
NP_416982.1,3,PF00329,Complex1_30kDa
NP_416982.1,3,PF00346,Complex1_49kDa
NP_416982.1,3,PF00374,NiFeSe_Hases
NP_416983.1,3,PF00037,Fer4
NP_416983.1,3,PF12838,Fer4_7
NP_416983.1,3,PF13187,Fer4_9
NP_416986.4,8,PF00004,AAA
NP_416986.4,8,PF00158,Sigma54_activat
NP_416986.4,8,PF01078,Mg_chelatase
NP_416986.4,8,PF01590,GAF
NP_416986.4,8,PF07728,AAA_5
NP_416986.4,8,PF13185,GAF_2
NP_416986.4,8,PF14532,Sigma54_activ_2
NP_416986.4,8,PF25601,AAA_lid_14
NP_416989.1,3,PF01435,Peptidase_M48
NP_416989.1,3,PF13428,TPR_14
NP_416989.1,3,PF14559,TPR_19
NP_416990.1,2,PF00462,Glutaredoxin
NP_416990.1,2,PF03960,ArsC
NP_416991.2,2,PF00308,Bac_DnaA
NP_416991.2,2,PF22688,Hda_lid
NP_416993.2,2,PF00156,Pribosyltran
NP_416993.2,2,PF14681,UPRTase
NP_416994.1,2,PF00586,AIRS
NP_416994.1,2,PF02769,AIRS_C
NP_416996.1,5,PF02503,PP_kinase
NP_416996.1,5,PF13089,PP_kinase_N
NP_416996.1,5,PF13090,PP_kinase_C
NP_416996.1,5,PF13091,PLDc_2
NP_416996.1,5,PF17941,PP_kinase_C_1
NP_416997.1,2,PF02541,Ppx-GppA
NP_416997.1,2,PF21447,Ppx-GppA_III
NP_416998.1,2,PF00563,EAL
NP_416998.1,2,PF05231,MASE1
NP_417000.1,2,PF05433,Rick_17kDa_Anti
NP_417000.1,2,PF13441,Gly-zipper_YMGG
NP_417002.1,5,PF00117,GATase
NP_417002.1,5,PF00958,GMP_synt_C
NP_417002.1,5,PF02540,NAD_synthase
NP_417002.1,5,PF03054,tRNA_Me_trans
NP_417002.1,5,PF07722,Peptidase_C26
NP_417003.1,4,PF00478,IMPDH
NP_417003.1,4,PF00571,CBS
NP_417003.1,4,PF01070,FMN_dh
NP_417003.1,4,PF03060,NMO
NP_417004.1,3,PF01336,tRNA_anti-codon
NP_417004.1,3,PF02601,Exonuc_VII_L
NP_417004.1,3,PF13742,tRNA_anti_2
NP_417006.2,9,PF00009,GTP_EFTU
NP_417006.2,9,PF00071,Ras
NP_417006.2,9,PF00350,Dynamin_N
NP_417006.2,9,PF01926,MMR_HSR1
NP_417006.2,9,PF02421,FeoB_N
NP_417006.2,9,PF02492,cobW
NP_417006.2,9,PF03193,RsgA_GTPase
NP_417006.2,9,PF04548,AIG1
NP_417006.2,9,PF14714,KH_dom-like
NP_417007.1,3,PF01011,PQQ
NP_417007.1,3,PF13360,PQQ_2
NP_417007.1,3,PF25293,Beta-prop_EMC1_N
NP_417009.1,3,PF00587,tRNA-synt_2b
NP_417009.1,3,PF03129,HGTP_anticodon
NP_417009.1,3,PF13393,tRNA-synt_His
NP_417010.1,2,PF04551,GcpE
NP_417010.1,2,PF26540,GcpE_C
NP_417011.1,4,PF01381,HTH_3
NP_417011.1,4,PF13413,HTH_25
NP_417011.1,4,PF13464,RodZ_C
NP_417011.1,4,PF13560,HTH_31
NP_417012.1,2,PF04055,Radical_SAM
NP_417012.1,2,PF21016,RlmN_N
NP_417014.1,3,PF00905,Transpeptidase
NP_417014.1,3,PF00912,Transgly
NP_417014.1,3,PF06832,BiPBP_C
NP_417015.1,11,PF00207,A2M
NP_417015.1,11,PF01835,MG2
NP_417015.1,11,PF07678,TED_complement
NP_417015.1,11,PF07703,A2M_BRD
NP_417015.1,11,PF11974,bMG3
NP_417015.1,11,PF17962,bMG6
NP_417015.1,11,PF17970,bMG1
NP_417015.1,11,PF17972,bMG5
NP_417015.1,11,PF17973,bMG10
NP_417015.1,11,PF21142,A2M_bMG2
NP_417015.1,11,PF21765,CUB_A2MG
NP_417017.4,2,PF07179,SseB
NP_417017.4,2,PF14581,SseB_C
NP_417018.4,2,PF00883,Peptidase_M17
NP_417018.4,2,PF12404,DUF3663
NP_417020.1,2,PF00111,Fer2
NP_417020.1,2,PF13510,Fer2_4
NP_417021.1,2,PF00012,HSP70
NP_417021.1,2,PF06723,MreB_Mbl
NP_417029.4,6,PF00326,Peptidase_S9
NP_417029.4,6,PF00561,Abhydrolase_1
NP_417029.4,6,PF03959,FSH1
NP_417029.4,6,PF12146,Hydrolase_4
NP_417029.4,6,PF12697,Abhydrolase_6
NP_417029.4,6,PF20434,BD-FAE
NP_417031.1,3,PF01306,LacY_symp
NP_417031.1,3,PF07690,MFS_1
NP_417031.1,3,PF12832,MFS_1_like
NP_417032.1,2,PF00126,HTH_1
NP_417032.1,2,PF03466,LysR_substrate
NP_417033.1,2,PF00355,Rieske
NP_417033.1,2,PF00848,Ring_hydroxyl_A
NP_417035.1,2,PF00355,Rieske
NP_417035.1,2,PF13806,Rieske_2
NP_417036.1,3,PF00106,adh_short
NP_417036.1,3,PF08659,KR
NP_417036.1,3,PF13561,adh_short_C2
NP_417037.1,9,PF00070,Pyr_redox
NP_417037.1,9,PF01266,DAO
NP_417037.1,9,PF05834,Lycopene_cycl
NP_417037.1,9,PF07992,Pyr_redox_2
NP_417037.1,9,PF13241,NAD_binding_7
NP_417037.1,9,PF13434,Lys_Orn_oxgnase
NP_417037.1,9,PF13450,NAD_binding_8
NP_417037.1,9,PF13454,NAD_binding_9
NP_417037.1,9,PF14759,Reductase_C
NP_417038.4,2,PF02077,SURF4
NP_417038.4,2,PF07681,DoxX
NP_417040.2,4,PF00107,ADH_zinc_N
NP_417040.2,4,PF08240,ADH_N
NP_417040.2,4,PF13602,ADH_zinc_N_2
NP_417040.2,4,PF16912,Glu_dehyd_C
NP_417042.1,2,PF00005,ABC_tran
NP_417042.1,2,PF13304,AAA_21
NP_417043.1,2,PF00532,Peripla_BP_1
NP_417043.1,2,PF13407,Peripla_BP_4
NP_417044.4,6,PF00515,TPR_1
NP_417044.4,6,PF07719,TPR_2
NP_417044.4,6,PF13181,TPR_8
NP_417044.4,6,PF13428,TPR_14
NP_417044.4,6,PF13432,TPR_16
NP_417044.4,6,PF17128,DUF5107
NP_417046.1,2,PF00155,Aminotran_1_2
NP_417046.1,2,PF00464,SHMT
NP_417047.1,3,PF00042,Globin
NP_417047.1,3,PF00175,NAD_binding_1
NP_417047.1,3,PF00970,FAD_binding_6
NP_417049.1,5,PF00072,Response_reg
NP_417049.1,5,PF00158,Sigma54_activat
NP_417049.1,5,PF07728,AAA_5
NP_417049.1,5,PF14532,Sigma54_activ_2
NP_417049.1,5,PF25601,AAA_lid_14
NP_417051.2,3,PF00512,HisKA
NP_417051.2,3,PF00672,HAMP
NP_417051.2,3,PF02518,HATPase_c
NP_417053.2,2,PF00497,SBP_bac_3
NP_417053.2,2,PF01464,SLT
NP_417054.2,2,PF00383,dCMP_cyt_deam_1
NP_417054.2,2,PF14437,MafB19-deam
NP_417056.2,2,PF01380,SIS
NP_417056.2,2,PF01418,HTH_6
NP_417057.1,2,PF00037,Fer4
NP_417057.1,2,PF12838,Fer4_7
NP_417060.1,2,PF02565,RecO_C
NP_417060.1,2,PF11967,RecO_N
NP_417061.1,8,PF00009,GTP_EFTU
NP_417061.1,8,PF00350,Dynamin_N
NP_417061.1,8,PF01926,MMR_HSR1
NP_417061.1,8,PF02421,FeoB_N
NP_417061.1,8,PF03193,RsgA_GTPase
NP_417061.1,8,PF04548,AIG1
NP_417061.1,8,PF07650,KH_2
NP_417061.1,8,PF10662,PduV-EutP
NP_417062.1,3,PF00035,dsrm
NP_417062.1,3,PF00636,Ribonuclease_3
NP_417062.1,3,PF14622,Ribonucleas_3_3
NP_417064.1,5,PF00009,GTP_EFTU
NP_417064.1,5,PF00071,Ras
NP_417064.1,5,PF00679,EFG_C
NP_417064.1,5,PF03144,GTP_EFTU_D2
NP_417064.1,5,PF06421,LepA_C
NP_417066.1,2,PF03888,MucB_RseB
NP_417066.1,2,PF17188,MucB_RseB_C
NP_417067.1,2,PF03872,RseA_N
NP_417067.1,2,PF03873,RseA_C
NP_417068.1,4,PF04542,Sigma70_r2
NP_417068.1,4,PF04545,Sigma70_r4
NP_417068.1,4,PF07638,Sigma70_ECF
NP_417068.1,4,PF08281,Sigma70_r4_2
NP_417069.1,4,PF00890,FAD_binding_2
NP_417069.1,4,PF01266,DAO
NP_417069.1,4,PF02910,Succ_DH_flav_C
NP_417069.1,4,PF07992,Pyr_redox_2
NP_417070.2,10,PF01135,PCMT
NP_417070.2,10,PF01170,UPF0020
NP_417070.2,10,PF01596,Methyltransf_3
NP_417070.2,10,PF03602,Cons_hypoth95
NP_417070.2,10,PF05175,MTS
NP_417070.2,10,PF05185,PRMT5
NP_417070.2,10,PF06325,PrmA
NP_417070.2,10,PF08241,Methyltransf_11
NP_417070.2,10,PF13649,Methyltransf_25
NP_417070.2,10,PF13847,Methyltransf_31
NP_417071.1,3,PF00270,DEAD
NP_417071.1,3,PF00271,Helicase_C
NP_417071.1,3,PF04851,ResIII
NP_417072.4,2,PF00126,HTH_1
NP_417072.4,2,PF03466,LysR_substrate
NP_417076.1,2,PF00588,SpoU_methylase
NP_417076.1,2,PF08032,SpoU_sub_bind
NP_417077.1,6,PF00085,Thioredoxin
NP_417077.1,6,PF13098,Thioredoxin_2
NP_417077.1,6,PF13728,TraF
NP_417077.1,6,PF13905,Thioredoxin_8
NP_417077.1,6,PF20207,PedC-like
NP_417077.1,6,PF21352,Zn_ribbon_Thio2
NP_417079.1,5,PF00583,Acetyltransf_1
NP_417079.1,5,PF13302,Acetyltransf_3
NP_417079.1,5,PF13380,CoA_binding_2
NP_417079.1,5,PF13549,ATP-grasp_5
NP_417079.1,5,PF13607,Succ_CoA_lig
NP_417080.4,2,PF00614,PLDc
NP_417080.4,2,PF13091,PLDc_2
NP_417082.1,4,PF00083,Sugar_tr
NP_417082.1,4,PF07690,MFS_1
NP_417082.1,4,PF12832,MFS_1_like
NP_417082.1,4,PF13347,MFS_2
NP_417083.1,11,PF00004,AAA
NP_417083.1,11,PF00158,Sigma54_activat
NP_417083.1,11,PF02861,Clp_N
NP_417083.1,11,PF05621,TniB
NP_417083.1,11,PF07724,AAA_2
NP_417083.1,11,PF07728,AAA_5
NP_417083.1,11,PF10431,ClpB_D2-small
NP_417083.1,11,PF13191,AAA_16
NP_417083.1,11,PF13401,AAA_22
NP_417083.1,11,PF17871,AAA_lid_9
NP_417083.1,11,PF23569,NBD_SMAX1
NP_417085.1,2,PF00849,PseudoU_synth_2
NP_417085.1,2,PF01479,S4
NP_417086.1,3,PF13428,TPR_14
NP_417086.1,3,PF13512,TPR_18
NP_417086.1,3,PF13525,YfiO
NP_417090.1,2,PF00800,PDT
NP_417090.1,2,PF01817,CM_2
NP_417091.1,4,PF01817,CM_2
NP_417091.1,4,PF02153,PDH_N
NP_417091.1,4,PF03807,F420_oxidored
NP_417091.1,4,PF20463,PDH_C
NP_417095.1,2,PF00990,GGDEF
NP_417095.1,2,PF17152,CHASE8
NP_417099.4,3,PF01782,RimM
NP_417099.4,3,PF05239,PRC
NP_417099.4,3,PF24986,PRC_RimM
NP_417101.1,5,PF00448,SRP54
NP_417101.1,5,PF01656,CbiA
NP_417101.1,5,PF02881,SRP54_N
NP_417101.1,5,PF02978,SRP_SPB
NP_417101.1,5,PF06414,Zeta_toxin
NP_417105.1,2,PF01513,NAD_kinase
NP_417105.1,2,PF20143,NAD_kinase_C
NP_417109.1,2,PF03364,Polyketide_cyc
NP_417109.1,2,PF10604,Polyketide_cyc2
NP_417111.1,3,PF00589,Phage_integrase
NP_417111.1,3,PF13356,Arm-DNA-bind_3
NP_417111.1,3,PF22022,Phage_int_M
NP_417115.1,2,PF11726,YagK_YfjJ_C
NP_417115.1,2,PF23343,REP_ORF2-G2P
NP_417116.1,2,PF00270,DEAD
NP_417116.1,2,PF00271,Helicase_C
NP_417117.1,2,PF08878,HamA
NP_417117.1,2,PF14130,Cap4_nuclease
NP_417119.1,4,PF15935,RnlA_toxin
NP_417119.1,4,PF18869,HEPN_RnaseLS
NP_417119.1,4,PF19034,RnlA-toxin_DBD
NP_417119.1,4,PF19417,RnlA_toxin_N
NP_417123.1,3,PF05225,HTH_psq
NP_417123.1,3,PF08220,HTH_DeoR
NP_417123.1,3,PF13280,WYL
NP_417134.2,3,PF03212,Pertactin
NP_417134.2,3,PF03797,Autotransporter
NP_417134.2,3,PF16168,AIDA
NP_417145.4,2,PF02668,TauD
NP_417145.4,2,PF08943,CsiD
NP_417149.1,2,PF00324,AA_permease
NP_417149.1,2,PF13520,AA_permease_2
NP_417150.4,2,PF00392,GntR
NP_417150.4,2,PF07729,FCD
NP_417151.1,2,PF01476,LysM
NP_417151.1,2,PF04972,BON
NP_417153.1,5,PF01022,HTH_5
NP_417153.1,5,PF01047,MarR
NP_417153.1,5,PF12802,MarR_2
NP_417153.1,5,PF12840,HTH_20
NP_417153.1,5,PF13412,HTH_24
NP_417154.1,2,PF00581,Rhodanese
NP_417154.1,2,PF11127,YgaP-like_TM
NP_417155.1,2,PF00816,Histone_HNS
NP_417155.1,2,PF22470,Histone_HNS_N
NP_417158.4,2,PF05957,DUF883
NP_417158.4,2,PF19029,DUF883_C
NP_417161.1,3,PF00317,Ribonuc_red_lgN
NP_417161.1,3,PF02867,Ribonuc_red_lgC
NP_417161.1,3,PF08343,RNR_N
NP_417163.1,2,PF00005,ABC_tran
NP_417163.1,2,PF00571,CBS
NP_417169.1,2,PF01047,MarR
NP_417169.1,2,PF12802,MarR_2
NP_417170.1,3,PF25885,HH_EMRA
NP_417170.1,3,PF25917,BSH_RND
NP_417170.1,3,PF25963,Beta-barrel_AAEA
NP_417171.1,2,PF03137,OATP
NP_417171.1,2,PF07690,MFS_1
NP_417175.1,3,PF00702,Hydrolase
NP_417175.1,3,PF12710,HAD
NP_417175.1,3,PF13419,HAD_2
NP_417177.1,3,PF01411,tRNA-synt_2c
NP_417177.1,3,PF02272,DHHA1
NP_417177.1,3,PF07973,tRNA_SAD
NP_417178.1,3,PF02631,RecX_HTH2
NP_417178.1,3,PF21981,RecX_HTH3
NP_417178.1,3,PF21982,RecX_HTH1
NP_417179.1,5,PF00154,RecA_N
NP_417179.1,5,PF06745,ATPase
NP_417179.1,5,PF08423,Rad51
NP_417179.1,5,PF21096,RecA_C
NP_417179.1,5,PF27531,MT3502_N
NP_417185.1,2,PF00106,adh_short
NP_417185.1,2,PF13561,adh_short_C2
NP_417187.1,3,PF00455,DeoRC
NP_417187.1,3,PF08220,HTH_DeoR
NP_417187.1,3,PF08279,HTH_11
NP_417188.4,2,PF00571,CBS
NP_417188.4,2,PF01380,SIS
NP_417189.2,9,PF00004,AAA
NP_417189.2,9,PF00158,Sigma54_activat
NP_417189.2,9,PF00493,MCM
NP_417189.2,9,PF01078,Mg_chelatase
NP_417189.2,9,PF01590,GAF
NP_417189.2,9,PF07728,AAA_5
NP_417189.2,9,PF13185,GAF_2
NP_417189.2,9,PF14532,Sigma54_activ_2
NP_417189.2,9,PF25601,AAA_lid_14
NP_417190.1,5,PF00258,Flavodoxin_1
NP_417190.1,5,PF00301,Rubredoxin
NP_417190.1,5,PF00753,Lactamase_B
NP_417190.1,5,PF12706,Lactamase_B_2
NP_417190.1,5,PF19583,ODP
NP_417191.1,7,PF00070,Pyr_redox
NP_417191.1,7,PF01266,DAO
NP_417191.1,7,PF07992,Pyr_redox_2
NP_417191.1,7,PF13241,NAD_binding_7
NP_417191.1,7,PF13434,Lys_Orn_oxgnase
NP_417191.1,7,PF13738,Pyr_redox_3
NP_417191.1,7,PF18113,Rbx_binding
