pfam_accession,pfam_name,num_proteins
PF21694,DNA_pol3_delta_C,1
PF21701,GLOD4_C,1
PF21710,Spt6_S1,1
PF21760,SecD_1st,1
PF21764,Invasin_D4,1
PF21765,CUB_A2MG,1
PF21775,PutA_1st,1
PF21783,YNCE,1
PF21799,MurD-like_N,1
PF21882,Gp53-like_C,1
PF21917,NMB0537_N,1
PF21943,TetR_C_46,1
PF21980,MksE,1
PF21981,RecX_HTH3,1
PF21982,RecX_HTH1,1
PF21987,YajR_YAM,1
PF21999,IMS_HHH_1,1
PF22019,GlgB_N,1
PF22020,RlmL_1st,1
PF22025,ThiI_fer,1
PF22102,ElaD-SseL-like_C,1
PF22103,ElaD_SseL-like_N,1
PF22117,Fer4_Nqo3,1
PF22177,PBP1_XylR,1
PF22276,SlmA-like_C,1
PF22290,DmmA-like_N,1
PF22421,SYY_C-terminal,1
PF22456,PqqF-like_C_4,1
PF22475,YhfS-like_C,1
PF22587,DNApolII_insertion,1
PF22594,GTP-eEF1A_C,1
PF22599,SecDF_P1_head,1
PF22617,HCS_D2,1
PF22619,DNA_polI_exo1,1
PF22638,FlgK_D1,1
PF22640,ManC_GMP_beta-helix,1
PF22643,NagA_N,1
PF22645,GKRP_SIS_N,1
PF22646,PPP2R1A-like_HEAT,1
PF22657,SSB_1,1
PF22667,Lon_lid,1
PF22678,Cytochrom_c_NrfB-like,1
PF22689,FGAR-AT_PurM_N-like,1
PF22698,Semialdhyde_dhC_1,1
PF22706,Tex_central_region,1
PF22722,NA-iREase1,1
PF22740,PapZ_C,1
PF22745,Nlig-Ia,1
PF22751,DUF488-N3a,1
PF22752,DUF488-N3i,1
PF22776,K_trans_C,1
PF22780,HI0933_like_1st,1
PF22811,Zn_ribbon_NrdR,1
PF22817,ApeP-like,1
PF22864,ArgL-like,1
PF22865,MgtS-like,1
PF22867,YoaL,1
PF22868,YmiA-like,1
PF22869,PssL,1
PF22895,DUF7024,1
PF22919,ATP-synt_VA_C,1
PF22920,UvrC_RNaseH,1
PF22924,ACOX_C_alpha1,1
PF23016,RsmI_C,1
PF23234,WHD_4th_Lhr,1
PF23235,WHD_3rd_Lhr,1
PF23236,WHD_2nd_Lhr,1
PF23310,TPR_27,1
PF23343,REP_ORF2-G2P,1
PF23442,DUF7125,1
PF23451,Zn_ribbon_PaaD,1
PF23473,LysM3_LYK4_5,1
PF23493,CysS_C,1
PF23495,YbgU,1
PF23497,YmiD,1
PF23498,MgtT,1
PF23499,YnfU,1
PF23502,YdgV,1
PF23504,YodE,1
PF23505,YqgG,1
PF23506,YqgH,1
PF23507,YqiM,1
PF23514,YhiY,1
PF23515,YibY,1
PF23516,YthB,1
PF23577,LysM_RLK,1
PF23642,YnhH-like,1
PF23644,YpeD-like,1
PF23675,YciZ,1
PF23677,YnaL,1
PF23678,YqhI,1
PF23680,YecU,1
PF23685,YtiC,1
PF23686,YkiC,1
PF23688,YlcJ,1
PF23690,YqfI,1
PF23691,YmgL,1
PF23692,YmjE,1
PF23693,YmgM,1
PF23694,YmiC,1
PF23695,YncO,1
PF23696,YneP,1
PF23697,YnfS,1
PF23700,YsdD,1
PF24473,CON_HrpB,1
PF24621,DHQS_C,1
PF24673,Blr_divisome,1
PF24681,Kelch_KLHDC2_KLHL20_DRC7,1
PF24755,SpoVR_C,1
PF24827,AstE_AspA_cat,1
PF24856,AraA_central,1
PF24857,THR4_C,1
PF24859,FdhE_central,1
PF24860,FdhE_C,1
PF24956,Msl2-3_C,1
PF24981,Beta-prop_ATRN-LZTR1,1
PF24986,PRC_RimM,1
PF24996,NANM,1
PF25084,LbH_EIF2B,1
PF25164,CoiA_N,1
PF25212,HVO_A0114,1
PF25247,LbH_GLGC,1
PF25293,Beta-prop_EMC1_N,1
PF25317,SAM_SMF,1
PF25319,HofO,1
PF25392,MS_channel_TM1,1
PF25399,DeaD_dimer,1
PF25461,Beta-barrel_SelB,1
PF25539,Bestrophin_2,1
PF25596,CPSase_L_D1,1
PF25638,DUF5983_N,1
PF25659,YohP,1
PF25851,YafT,1
PF25869,3HB_CusB,1
PF25873,WHD_MalT,1
PF25881,HH_YBHG,1
PF25984,BSH_YknX,1
PF26016,ExoI_C,1
PF26049,RLMG_N,1
PF26198,Ig_SMCHD1_6th,1
PF26334,Gtf3_N,1
PF26337,Gtf3_C,1
PF26341,AAA_SelU,1
PF26516,CBRB,1
PF26518,YciY,1
PF26539,ACT_YhiD_C,1
PF26540,GcpE_C,1
PF26549,Tricorn_N,1
PF26580,Mtb12_C,1
PF26594,KH_NusA_2nd,1
PF26599,MntS,1
PF26690,Adenylate_cycl_3rd,1
PF26691,Adenylate_cycl_4th,1
PF26693,Adenylate_cycl_C,1
PF26759,AcfD_helical,1
PF26818,Phage_YlcG,1
PF27051,TamB_N,1
PF27115,Cho_C,1
PF27119,Phage_YdaY,1
PF27121,PpdB,1
PF27127,YfdP,1
PF27133,YfdI_N,1
PF27149,YdjY,1
PF27151,YagJ,1
PF27184,YmdA,1
PF27195,YdhT_N,1
PF27200,YjaZ,1
PF27201,YjiT_N,1
PF27202,Flk_N,1
PF27205,YjiT_2nd,1
PF27222,YfbO,1
PF27264,YdhW_C,1
PF27265,YidX_N,1
PF27292,YqeJ_C,1
PF27300,YdcA,1
PF27321,WcaD,1
PF27328,EcpD_C,1
PF27347,YeeR_C,1
PF27398,KilR,1
PF27428,YicS,1
PF27431,UvrB_3rd,1
PF27434,LeuD_C,1
PF27436,RL10_C,1
PF27439,DnaJ_C_2,1
PF27441,MutS_C,1
PF27444,GlnD_3rd,1
PF27446,GlnD_5th,1
PF27451,RecC_4th,1
PF27456,NudK_N,1
PF27458,YgjJ,1
PF27464,PlsB_N,1
PF27465,Fis_N,1
PF27490,Rem,1
PF27493,YdaE,1
PF27507,DjlA_TM,1
PF27512,LeuD,1
PF27518,HelC,1
PF27523,PSD,1
PF27526,XylA2_C,1
PF27531,MT3502_N,1
PF27536,UbiB_N,1
PF27553,SLT_superhelical,1
PF27659,CHP02642,1
PF27690,UCP004546,1
PF27694,UCP007004,1
PF27700,Uncharacterised_IM_YidI,1
PF27701,UCP007319,1
PF27791,UPF0387_membrane,1
PF27800,WcaM,1
PF27901,WaaZ_KDO_III,1
PF28000,DrpB,1
PF28012,YnhF,1
PF28018,YshB,1
PF28021,YoaK,1
PF28022,YpdK,1
PF28032,YniD-like,1
PF28054,YjdP,1
PF28058,YmgF,1
PF28061,DinQ,1
PF28062,YkgR,1
PF28071,YrbN,1
PF28073,YncL,1
PF28075,PheM,1
PF28102,YoeI-like,1
PF28106,PmrR,1
PF28148,YpfM,1
PF28150,AzuC,1
PF28163,PheL,1
PF28199,YsgD,1
PF28591,YmgI,1
PF28592,YmgJ,1
PF28593,YdgU,1
PF28594,YojO,1
PF28595,RzoQ,1
PF28597,T2SSF_N,1
PF28598,PDH_E1_N,1
PF28600,Nitroreductase_C,1
PF28601,HSP15_C,1
